Parcel ID,LUC ,Prior Year Due,Column 1,Column 2,Column 3
C1800003320006,480,1690.77,,,
K4620059000007,444,1690.08,,,
Q6532032000067,510,1690.05,,,
D2020118000032,510,1689.66,,,
Q6542074000077,510,1687.75,,,
P6461038000039,510,1686.83,,,
A0300085000062,510,1686.64,,,
B1320106000019,500,1685.55,,,
P6412013000034,510,1685.18,,,
Q6511024000069,400,1685,,,
A0700097000059,511,1684.21,,,
A0700203000302,550,1683.23,,,
H4100103000037,510,1681.13,,,
Q6521033000054,510,1680.59,,,
A0300016000027,510,1680.26,,,
M5620197000051,550,1679.99,,,
P6421022000032,510,1678.82,,,
C1910001000005,511,1678.69,,,
Q6521030000119,510,1677.38,,,
M5820043000013,350,1676.85,,,
E2210029000007,511,1676.39,,,
P6451037000049,510,1676,,,
P6441035000010,401,1673.97,,,
M5620435000086,550,1673.75,,,
J4310007000019,511,1673.66,,,
Q6542064000025,510,1672.63,,,
P6461035000016,444,1671.55,,,
P6461017000027,510,1670.65,,,
A0300088000007,510,1669.71,,,
Q6542033000039,510,1669.05,,,
L5300005000082,510,1667.96,,,
A0700027000010,520,1666.96,,,
A0300042000110,510,1666.53,,,
E2210027000015,511,1665.15,,,
P6421021000021,510,1665.06,,,
P6461009000048,510,1664.85,,,
P6441034000076,510,1664.56,,,
M5610026000043,501,1662.63,,,
P6441031000017,510,1660.62,,,
C1800008220078,531,1660.48,,,
A0300036000040,510,1660.18,,,
L4920050000010,510,1658.76,,,
E2220132000001,510,1658.34,,,
P6412102000022,442,1657.97,,,
R8000013000058,500,1657.76,,,
P6431023000017,510,1657.53,,,
A0700088000060,510,1657.45,,,
Q6542104000007,510,1657.07,,,
Q6541006000106,510,1655.89,,,
P6461004000036,510,1654.64,,,
A0300147000068,510,1652.06,,,
Q6541001000057,510,1649.65,,,
A0700130000140,550,1646.17,,,
P6411141000075,550,1644.14,,,
C1800013140007,510,1643.54,,,
Q6511022000008,510,1643.46,,,
M7500057000045,510,1642.64,,,
P6461027000021,510,1641.25,,,
L5300007000084,455,1641.04,,,
Q6542102000060,510,1640.71,,,
Q6542101000016,399,1640.38,,,
A0300042000059,510,1639.68,,,
P6412021000082,550,1639.24,,,
P6412116000027,510,1639.2,,,
A0700130000174,550,1637.98,,,
M5610034000045,400,1637.42,,,
G3220021211025,510,1636.78,,,
L5300009000076,510,1636.13,,,
B1220090000122,599,1635.89,,,
Q6542049000054,510,1634.91,,,
M5610014000003,511,1634.13,,,
Q6532021000041,510,1634.01,,,
P6421020000053,510,1630.59,,,
P6441024000073,510,1630.56,,,
P6441031000019,510,1630.08,,,
K4630058000019,510,1630.02,,,
Q6541005000084,510,1628,,,
M5620177000087,510,1626.75,,,
P6411103000062,510,1626.61,,,
Q6542114000134,510,1624.67,,,
D2020119000005,510,1624.54,,,
Q6541005000177,455,1621.79,,,
Q6542037000129,510,1621.52,,,
Q6521028000022,510,1621.33,,,
A0700102000017,520,1619.9,,,
Q6521037000082,510,1618.15,,,
E2230124000013,510,1617.47,,,
M5620121000006,500,1616.28,,,
Q6542088000049,510,1616.08,,,
N6110026000009,511,1616,,,
B1010015000064,101,1612.46,,,
Q6542098000051,510,1612.4,,,
Q6542031000293,499,1611.55,,,
R8000028000047,510,1608.77,,,
Q6542043000053,510,1607.14,,,
H3520054000005,510,1605.14,,,
E2230121000025,510,1604.47,,,
P6421004000027,456,1602.13,,,
Q6521003000056,510,1600.42,,,
M5610023000024,599,1600.09,,,
P6421011000003,520,1599.06,,,
E2210024000010,680,1598.41,,,
Q6542116000057,510,1597.22,,,
M7500053000028,510,1597.05,,,
R8000009000223,430,1596.63,,,
R8000011000032,510,1596.22,,,
A0300042000196,510,1596.02,,,
A0700107000036,510,1593.85,,,
P6411023000100,510,1593.69,,,
M5620428000028,500,1591.83,,,
B1320110000005,510,1589.91,,,
P6451047000082,510,1589.72,,,
P6431008000101,499,1589.53,,,
M5620435000130,550,1588.76,,,
H4000007000133,510,1588.08,,,
P6431022000086,500,1587.69,,,
Q6542115000087,500,1587.55,,,
P6441031000014,510,1586.61,,,
P6600153000097,510,1583.2,,,
P6451014000051,510,1582.98,,,
P6421008000014,510,1582.9,,,
B1020079000004,510,1582.53,,,
L5300004000172,500,1579.1,,,
P6441028000118,500,1577.96,,,
K4620060000031,510,1577.63,,,
A0700174000143,550,1577.47,,,
Q6532009000027,510,1577.21,,,
P6411038000029,510,1576.3,,,
H4100007000075,510,1576.29,,,
A0700057000027,450,1575.88,,,
Q6521004000014,399,1575.27,,,
K4610012000021,511,1574.42,,,
Q6532037000058,510,1573.36,,,
L5210008000015,511,1573.11,,,
L4920057000059,500,1573,,,
L4920057000060,500,1573,,,
L4920057000061,500,1573,,,
P6412108000089,510,1572.79,,,
Q6541021000103,510,1572.55,,,
Q6521006000174,510,1572.01,,,
A0700107000018,510,1571.66,,,
P6431049000046,430,1571.15,,,
A0700124000020,510,1571.08,,,
Q6541001000048,500,1570.03,,,
Q6532012000032,510,1568.55,,,
Q6521007000097,510,1567.98,,,
A0700153000047,510,1567.2,,,
P6431027000076,530,1564.45,,,
Q6542076000057,510,1564.25,,,
N6300069000105,510,1562.9,,,
P6441028000005,430,1562.03,,,
R8000039000125,510,1562.02,,,
Q6531042000093,510,1560.25,,,
Q6511040000088,510,1559.14,,,
P6411021000009,510,1559,,,
Q6542103000002,510,1558.35,,,
A0700038000093,510,1555.62,,,
A0700125000040,510,1554.92,,,
Q6532020000039,510,1554.81,,,
Q6511034000058,510,1554.63,,,
Q6532030000066,510,1553.45,,,
M5820195000042,550,1552.16,,,
P6441002000026,520,1552.08,,,
P6451023000045,510,1550.68,,,
A0700056000010,510,1550.05,,,
K4700038000012,510,1550.04,,,
A0300037000173,510,1548.1,,,
P6411001000032,401,1547.5,,,
C1720084000079,510,1546.78,,,
Q6531060000055,510,1544.94,,,
P6462005000023,510,1544.93,,,
Q6511044000055,599,1544.56,,,
H4100020000008,510,1544.36,,,
P6412131000060,510,1544.21,,,
P6431025000042,520,1543.85,,,
F2610016000006,111,1542.43,,,
A0700143000014,510,1542.2,,,
P6412019000014,500,1541.63,,,
P6451040000046,510,1541.46,,,
R8000044000060,510,1541.11,,,
Q6542080000026,510,1540.5,,,
Q6531042000045,510,1538.91,,,
P6421022000162,340,1538.73,,,
Q6532038000086,510,1537.71,,,
H4100125000031,510,1537.51,,,
Q6532033000084,510,1537.18,,,
P6462005000007,510,1535.96,,,
N6200048000005,510,1535.88,,,
P6461025000088,510,1535.63,,,
Q6531074000035,450,1535.48,,,
Q6521005000009,510,1535.14,,,
P6462008000086,510,1533.97,,,
Q6532030000017,510,1533.91,,,
Q6542037000026,510,1532.08,,,
R8000018000025,510,1532.08,,,
P6412148000024,510,1531.87,,,
M5620089000049,510,1531.33,,,
P6412118000033,510,1531.07,,,
A0300066000041,510,1528.26,,,
P6411036000046,510,1527.14,,,
P6412020000002,401,1526.68,,,
P6441033000046,520,1526.63,,,
Q6521005000070,510,1525.21,,,
P6441028000056,510,1525.01,,,
Q6542039000144,510,1524.81,,,
P6600152000083,510,1523.55,,,
G3210019300005,111,1523.49,,,
Q6511032000105,510,1520.39,,,
Q6541018000030,510,1519.68,,,
G3210001220003,511,1518.29,,,
B1020069000005,510,1516.49,,,
P6451013000048,510,1514.99,,,
L5300003000067,510,1513.7,,,
E2220101000005,510,1513.39,,,
M5620428000029,500,1512.99,,,
P6412006000035,510,1512.63,,,
P6461025000046,510,1512.23,,,
A0700105000002,510,1511.32,,,
M5620345000006,340,1510.36,,,
Q6511016000020,370,1509.13,,,
M5620172000027,450,1508.71,,,
M5620172000028,450,1508.71,,,
Q6542115000041,510,1507.41,,,
H4100011000099,510,1506.6,,,
H3610036000021,511,1505.25,,,
P6411026000059,510,1504.77,,,
A0700042000002,510,1503.5,,,
F2610004000023,511,1503.24,,,
P6462004000003,510,1501.94,,,
E2210042000015,511,1501.73,,,
A0300129000360,599,1501.36,,,
P6411039000041,520,1500.53,,,
Q6532027000053,456,1500.27,,,
P6462015000079,510,1500,,,
Q6521003000020,520,1499.28,,,
B1310034000002,511,1499.01,,,
N6110010000045,511,1498.86,,,
Q6532017000045,429,1498.09,,,
P6421019000059,510,1498.06,,,
Q6542093000004,510,1497.8,,,
C1720084000005,511,1496.21,,,
P6461034000060,510,1493.51,,,
L5300007000087,430,1493.01,,,
P6451047000009,510,1492.62,,,
Q6521002000029,510,1488.63,,,
P6441035000018,510,1488.13,,,
Q6541003000032,520,1487.07,,,
P6412015000040,510,1485.93,,,
Q6521020000009,510,1485.38,,,
E2210035000003,511,1485.2,,,
P6462005000047,510,1484.13,,,
L5300002000041,510,1483.83,,,
M5610004000080,447,1482.98,,,
Q6521035000056,510,1482.8,,,
Q6531049000027,500,1481.65,,,
L5300003000106,510,1479.85,,,
Q6542031000091,510,1479.31,,,
A0700022000038,510,1479.13,,,
P6412009000096,510,1476.1,,,
H4100103000036,510,1474.85,,,
M7500053000041,510,1474.84,,,
Q6541003000033,520,1470.61,,,
Q6542051000123,450,1469.48,,,
E2220062000005,510,1466.98,,,
Q6542098000028,510,1466.89,,,
H3510032000059,100,1466.76,,,
P6412021000080,550,1466.28,,,
B1020128000003,510,1465.77,,,
A0700010000009,510,1463.58,,,
E2210013000052,100,1463.39,,,
G3210008220010,511,1463.39,,,
Q6531068000032,510,1462.56,,,
Q6542053000031,510,1461.43,,,
G3210014300001,511,1460.26,,,
P6411008000022,510,1460.22,,,
Q6541008000047,510,1459.47,,,
A0300037000061,510,1458.29,,,
A0700075000044,510,1457.91,,,
Q6521002000047,510,1457.29,,,
Q6541019000093,510,1456.55,,,
R8000015000001,465,1455.66,,,
M5620414000055,550,1453.93,,,
Q6521035000015,510,1453.29,,,
A0700047000068,510,1452.25,,,
Q6511999001001,880,1451.11,,,
Q6532027000119,456,1450.36,,,
Q6511053000097,510,1449.78,,,
Q6541003000037,520,1449.57,,,
A0700054000044,510,1448.66,,,
M7500053000033,510,1448.23,,,
A0700047000013,510,1447.84,,,
A0700095000015,511,1447.26,,,
K4620064000257,510,1446.9,,,
A0700999001001,880,1446.83,,,
L5300003000028,560,1446.37,,,
B1320115000019,510,1445.77,,,
A0700037000051,510,1444.21,,,
P6431040000005,500,1443.39,,,
Q6542087000011,510,1443.06,,,
D2020335000001,599,1442.92,,,
M5620091000056,500,1441.46,,,
L4920051000083,510,1441.23,,,
P6412017000028,510,1440.84,,,
Q6542042000096,510,1440.54,,,
Q6532030000007,520,1440.5,,,
Q6521033000037,520,1440.05,,,
P6411105000059,510,1439.7,,,
A0300042000032,510,1439.5,,,
Q6542039000262,510,1438.99,,,
P6412020000060,510,1438.65,,,
A0700122000075,510,1437.39,,,
P6451047000074,510,1434.83,,,
P6461046000002,510,1434.32,,,
P6411007000005,520,1433.74,,,
M5620062000007,510,1433.08,,,
Q6542102000105,510,1431.69,,,
J4310026000020,511,1431.54,,,
Q6542062000028,510,1431.43,,,
K4620070000015,510,1430,,,
P6421013000065,510,1429.98,,,
P6441032000031,510,1429.65,,,
D7000011110033,510,1429.22,,,
P6412014000082,510,1427.77,,,
L5300007000037,510,1426.41,,,
E2220079000005,510,1424.77,,,
A0700082000101,510,1424.62,,,
M5640276000014,450,1424.32,,,
R8000025000074,510,1422.81,,,
Q6521016000021,510,1422.48,,,
Q6532039000023,520,1422.32,,,
A0700204000015,550,1422.12,,,
P6421010000039,520,1420.48,,,
P6462017000078,510,1419.96,,,
Q6542116000049,510,1418.63,,,
P6441043000022,510,1418.39,,,
Q6542031000101,510,1418.22,,,
Q6511009000006,429,1417.99,,,
P6421013000058,510,1415.96,,,
Q6541003000038,520,1415.89,,,
A0700038000101,510,1415.18,,,
Q6532018000033,500,1415,,,
E2210020000034,400,1414.95,,,
H4000124000056,510,1414.74,,,
A0700081000023,510,1414.72,,,
P6411022000033,510,1414.51,,,
A0700203000435,550,1413.56,,,
P6412159000039,510,1410.62,,,
A0700082000021,510,1410.08,,,
Q6542032000147,510,1409.64,,,
A0700038000068,510,1409.19,,,
Q6542088000001,400,1407.38,,,
P6431052000027,510,1406.98,,,
P6411107000031,510,1403.75,,,
Q6541003000139,510,1403.35,,,
P6421022000056,520,1403.23,,,
Q6511040000079,510,1402.39,,,
Q6542114000089,510,1400.44,,,
R8000025000029,510,1400.42,,,
L5220064000042,510,1400,,,
Q6542088000009,510,1400,,,
M5620130000150,510,1399.76,,,
P6431029000038,510,1399.7,,,
Q6511032000011,510,1399.68,,,
E2310002000006,511,1399.24,,,
E2220106000012,510,1398.93,,,
M5620278000043,510,1398.07,,,
E2220118000001,510,1397.76,,,
P6462009000139,510,1396.67,,,
P6431052000026,510,1395.78,,,
D2020038000006,435,1394.56,,,
P6421020000049,510,1394.53,,,
Q6531074000034,450,1394.06,,,
P6461040000047,510,1393,,,
J4310012000089,100,1388.62,,,
A0700149000005,510,1386.37,,,
L5210024000104,465,1386.08,,,
Q6542108000020,500,1385.8,,,
Q6541006000277,500,1383.47,,,
F2630049000067,510,1382.87,,,
P6412003000006,510,1382.16,,,
Q6542102000031,510,1381.67,,,
A0700082000098,510,1381.34,,,
Q6511019000024,520,1379.44,,,
L5210011000035,511,1378.76,,,
L5300005000150,510,1376.27,,,
Q6532036000120,480,1376.05,,,
P6451044000042,500,1374.08,,,
E2230124000016,599,1371.48,,,
A0700185000010,450,1370.86,,,
Q6521010000015,510,1369.79,,,
Q6542034000039,510,1369.67,,,
M5620307000001,510,1369.5,,,
Q6542046000100,510,1369.04,,,
A0700130000156,550,1367.77,,,
P6431022000080,510,1366.74,,,
P6461052000003,510,1366.6,,,
Q6521037000030,510,1366.59,,,
P6421022000044,510,1366.45,,,
Q6531042000044,510,1365.97,,,
P6451018000074,420,1364.96,,,
L4910008000028,511,1364.58,,,
P6462017000128,500,1363.64,,,
P6451040000101,510,1362.76,,,
Q6521018000033,510,1361.21,,,
Q6521036000062,510,1360.43,,,
Q6542110000004,599,1359.54,,,
Q6531043000053,510,1359.46,,,
B1010031000012,511,1356.56,,,
Q6542046000135,510,1354.97,,,
L5300009000077,510,1354.78,,,
N6120044000002,510,1353.87,,,
P6412169000022,510,1351.91,,,
P6451037000043,510,1351.7,,,
H3510001000002,511,1351.47,,,
P6412039000031,510,1350.78,,,
A0700044000047,510,1348.66,,,
A0700087000038,480,1347.75,,,
P6451039000101,510,1344.7,,,
Q6521031000035,510,1344.29,,,
P6441034000007,510,1343.65,,,
Q6542065000079,550,1343.25,,,
A0700039000007,510,1342.68,,,
C1720079000021,510,1342.47,,,
B1010018000062,502,1339.89,,,
Q6521006000039,510,1339.82,,,
J4310033000024,511,1339.59,,,
M5620152000006,510,1338.99,,,
Q6541016000109,510,1338.32,,,
P6411050000059,510,1337.82,,,
P6462024000218,510,1335.99,,,
Q6521038000109,510,1333.55,,,
P6461046000035,520,1333.24,,,
C1800013120012,510,1333.05,,,
E2230121000028,510,1332.48,,,
L5300009000095,510,1332.13,,,
P6412025000211,500,1331.8,,,
P6412108000068,510,1331.75,,,
Q6542104000006,510,1331.61,,,
P6431020000035,530,1329.4,,,
P6412027000011,510,1329.01,,,
D2030049000018,510,1328.35,,,
H4100122000050,520,1327.95,,,
P6431028000043,510,1327.26,,,
Q6541005000102,510,1326.11,,,
M5620127000014,510,1325.98,,,
P6431026000091,510,1323.13,,,
Q6511001000030,350,1322.3,,,
M5620236000055,510,1321.91,,,
A0700038000087,510,1321.82,,,
P6421010000105,685,1320.42,,,
Q6532034000013,510,1320.04,,,
C1720084000072,510,1319.91,,,
Q6542102000079,500,1319.63,,,
P6412203000012,510,1318.87,,,
E2220163000004,500,1316.67,,,
Q6542105000045,510,1316.03,,,
P6412020000003,401,1311.23,,,
P6441010000032,429,1310.78,,,
L5300003000049,510,1307.59,,,
P6461039000004,510,1307.37,,,
H4100017000076,510,1305.5,,,
K4610006000040,455,1305.17,,,
L4920051000167,500,1304.84,,,
P6431022000079,510,1304.8,,,
K4620060000067,510,1304.78,,,
P6412006000051,510,1302.86,,,
A0700082000024,510,1302.65,,,
B1220130000039,510,1302.62,,,
D2020041000012,400,1302.49,,,
Q6521024000050,455,1302.06,,,
P6461037000029,510,1301.87,,,
Q6521037000043,510,1301.7,,,
P6411038000034,510,1301.25,,,
P6441034000035,429,1300.55,,,
P6461004000021,510,1299.75,,,
A0700196000199,510,1298.87,,,
F2610008000004,511,1298.15,,,
Q6511034000172,510,1297.21,,,
P6421022000047,510,1296.83,,,
Q6541003000034,520,1296.77,,,
Q6531055000085,510,1294.8,,,
P6412022000029,510,1293.47,,,
P6441034000006,500,1292.83,,,
Q6542114000002,510,1291.93,,,
P6431052000017,510,1290.03,,,
A0300042000078,510,1289.47,,,
Q6541001000095,510,1288.44,,,
L5300002000063,510,1286.6,,,
M5620453000002,400,1285.32,,,
P6441043000008,510,1284.48,,,
Q6542076000042,510,1284.36,,,
A0700153000019,510,1283.78,,,
P6461009000024,510,1283.78,,,
J4310021000015,111,1283.62,,,
Q6541001000019,510,1283.27,,,
Q6511039000074,530,1283.25,,,
Q6542039000008,510,1282.6,,,
L5300009000034,510,1282.57,,,
P6441034000012,510,1280.49,,,
P6421023000034,510,1280.28,,,
A0700174000021,550,1279.17,,,
Q6521038000107,510,1278.92,,,
M5640129000110,450,1278.49,,,
Q6542039000265,510,1277.83,,,
P6411050000098,510,1277.54,,,
Q6541003000036,520,1276.99,,,
Q6521024000023,510,1275.91,,,
P6462015000078,510,1273.2,,,
E2220052000007,510,1272.41,,,
P6451025000039,520,1271.21,,,
P6412120000045,510,1270.73,,,
P6451017000066,510,1270.39,,,
Q6521021000003,510,1270.34,,,
D2020122000026,550,1270.13,,,
P6462010000017,510,1269.68,,,
P6411999001001,880,1268.72,,,
P6441057000026,510,1267.01,,,
R8000018000067,510,1265.01,,,
A0700252000004,510,1264.63,,,
D2010007000044,400,1263.91,,,
Q6531076000016,510,1262.65,,,
A0300036000053,510,1262.29,,,
A0700008000026,511,1261.72,,,
R8000017000086,510,1261.18,,,
E2310002000034,500,1260.52,,,
N6120038000032,510,1260.49,,,
P6441044000018,510,1259.81,,,
P6421020000030,510,1259.5,,,
M5620278000041,510,1258.81,,,
P6461027000090,510,1258.3,,,
P6431031000023,510,1257.25,,,
P6462020000041,510,1257.24,,,
P6441032000011,510,1256.88,,,
R8000024000014,510,1256.56,,,
P6441059000010,401,1253.44,,,
A0700006000107,520,1253.18,,,
Q6541003000028,419,1253.07,,,
A0300091000039,510,1252.08,,,
A0300042000082,510,1250.6,,,
Q6541004000042,510,1250.14,,,
P6421022000098,510,1248.93,,,
P6411121000037,510,1248.7,,,
P6441040000017,510,1247.47,,,
C1800003420005,510,1246.74,,,
P6441040000099,510,1246.68,,,
Q6521007000078,510,1246.65,,,
A0700204000039,550,1245.94,,,
M5620197000022,550,1245.16,,,
C1720084000037,510,1244.58,,,
Q6532032000071,510,1244.29,,,
C1720079000040,520,1243.24,,,
D2010005000044,511,1242.08,,,
Q6542114000007,500,1241.52,,,
G3210005000055,111,1241.44,,,
A0700080000009,510,1241.35,,,
Q6542039000234,510,1240.64,,,
P6431017000017,430,1240.1,,,
A0700196000071,550,1239.84,,,
L5210008000057,101,1239.72,,,
P6431028000029,510,1238.81,,,
B1320112000012,510,1237.24,,,
H3510036000003,110,1236.66,,,
M5620090000011,429,1236.15,,,
A0700024000010,499,1236.07,,,
C1800008210010,429,1235.52,,,
P6412111000022,430,1235.12,,,
G3210009000010,511,1234.88,,,
Q6542039000253,510,1234.67,,,
H4100126000041,510,1234.12,,,
P6431048000037,510,1233.62,,,
A0300119000044,510,1233.57,,,
A0700085000044,430,1233.25,,,
P6412112000006,500,1232.6,,,
Q6531045000077,510,1232.13,,,
H3610033000018,511,1231.64,,,
A0700217000160,550,1230.98,,,
P6461045000050,510,1230.63,,,
Q6542068000003,510,1230.19,,,
Q6542066000104,510,1230.05,,,
A0700008000145,442,1227.71,,,
K4630058000052,599,1227.15,,,
L5300005000036,510,1227.15,,,
A0700046000022,510,1226.52,,,
P6451039000088,510,1226.17,,,
L5300004000053,510,1225,,,
P6461004000001,510,1224.79,,,
P6451038000062,510,1224.71,,,
H4100105000061,510,1224.65,,,
P6431008000064,520,1223.84,,,
A0300129000111,550,1223.7,,,
M5620486000086,510,1223.64,,,
Q6541001000083,520,1223.59,,,
A0700203000123,550,1223.44,,,
A0700191000092,550,1223.06,,,
N6120038000003,510,1222.99,,,
M5620282000029,350,1221.27,,,
Q6541016000113,510,1220.09,,,
Q6532014000017,830,1220,,,
M5620075000041,550,1219.91,,,
P6412151000017,510,1219.64,,,
A0700037000019,510,1218.04,,,
P6451038000054,510,1217.06,,,
P6451023000014,510,1216.5,,,
H4100017000103,510,1216.28,,,
M5620395000028,510,1215.75,,,
P6411026000060,500,1215.52,,,
P6412002000025,510,1215.49,,,
R8000013000009,510,1212.93,,,
P6441007000063,510,1211.11,,,
P6431052000023,510,1210.94,,,
A0300033000008,510,1210.86,,,
P6461041000037,510,1209.75,,,
Q6531045000090,510,1209.49,,,
D7000010220013,510,1208.98,,,
A0700075000017,510,1208.76,,,
M5620353000131,550,1208.65,,,
Q6511032000096,510,1208.49,,,
Q6521035000080,401,1208.25,,,
Q6521030000106,510,1207.73,,,
P6431022000069,510,1206.93,,,
P6431038000027,510,1205.83,,,
P6451037000027,599,1205.72,,,
Q6542101000006,510,1205.31,,,
Q6511024000010,510,1205.15,,,
P6411031000088,510,1204.69,,,
Q6542039000072,510,1203.9,,,
P6412104000048,510,1203.63,,,
P6412032000029,510,1203.58,,,
Q6511031000017,510,1203.5,,,
A0300129000036,599,1202.24,,,
P6431045000012,480,1201.79,,,
P6411117000041,510,1201.7,,,
M5620168000093,550,1201.67,,,
Q6541008000002,510,1201.21,,,
P6412030000092,510,1200,,,
P6412006000009,510,1199.99,,,
M5620271000002,370,1199.48,,,
F2900067000007,510,1199.24,,,
P6441012000054,520,1198.55,,,
Q6541001000024,510,1198.2,,,
D2040061000003,599,1197.86,,,
P6441003000036,510,1197.77,,,
R8000009000134,510,1197.04,,,
A0300129000402,550,1196.28,,,
Q6541003000035,599,1196.26,,,
A0700174000108,550,1195.03,,,
M5620414000189,550,1194.47,,,
Q6532017000050,429,1194.31,,,
P6412031000044,510,1193.69,,,
L5300011000023,510,1193.29,,,
P6421019000056,510,1192.7,,,
E2220148000003,510,1192.68,,,
Q6532040000025,429,1192.31,,,
Q6541029000035,500,1189.59,,,
A0300051000023,510,1189.53,,,
P6431052000052,510,1188.29,,,
P6462003000179,510,1187.95,,,
A0700173000071,450,1187.54,,,
A0700173000072,450,1187.54,,,
P6461029000014,510,1185.68,,,
J4310001000029,501,1185.25,,,
Q6521030000102,510,1183.41,,,
L5300004000183,510,1183.32,,,
D2020041000011,510,1182.16,,,
D2020054000009,511,1181.83,,,
P6451003000026,500,1180.09,,,
Q6542054000059,510,1179.31,,,
P6421020000081,510,1178.24,,,
Q6542031000234,510,1176.34,,,
P6412106000011,510,1176.23,,,
L5300009000031,510,1176.17,,,
Q6521038000112,510,1174.07,,,
Q6542087000157,510,1172.72,,,
A0700147000048,510,1172.7,,,
F2610069000007,510,1170.13,,,
Q6542034000052,510,1170,,,
Q6541020000153,450,1169.55,,,
P6461049000045,510,1168.72,,,
A0300042000177,510,1168.57,,,
J4310005000051,511,1168.09,,,
P6451020000032,510,1167.24,,,
Q6521037000047,510,1167.13,,,
P6431029000043,500,1166.95,,,
A0300063000040,510,1166.89,,,
P6462011000054,510,1166.7,,,
K4620063000117,500,1165.25,,,
Q6542031000184,510,1165.19,,,
Q6542037000126,520,1164.56,,,
K4620059000078,520,1164.29,,,
A0700174000094,550,1163.78,,,
P6421020000074,510,1163.73,,,
P6412038000010,500,1161.91,,,
P6431026000044,510,1161.52,,,
A0700242000021,550,1161.45,,,
M5620149000134,550,1161.3,,,
M5620414000183,550,1160.07,,,
P6451037000055,510,1159.48,,,
Q6541002000050,510,1158.3,,,
A0700174000211,550,1158.14,,,
A0700174000213,550,1158.14,,,
A0700174000214,550,1158.14,,,
A0700174000216,550,1158.14,,,
C1800013310041,510,1158.06,,,
G3210011120004,510,1158,,,
P6412031000074,510,1157.87,,,
M5620092000053,425,1157.03,,,
Q6542044000081,510,1156.94,,,
Q6542102000061,510,1156.73,,,
B1020048000003,510,1155.01,,,
R8000018000070,510,1154.09,,,
A0700141000199,550,1153.34,,,
N6110014000024,511,1150.42,,,
M5620168000012,550,1149.31,,,
C1720079000179,510,1149,,,
M5620149000186,550,1148.17,,,
Q6541003000018,499,1147.78,,,
J4310021000009,502,1147.71,,,
P6451026000015,510,1147.05,,,
R8000009000062,510,1146.77,,,
P6441028000059,510,1146.63,,,
D7000011110006,510,1145.73,,,
A0700174000215,550,1145.25,,,
P6412116000033,510,1144.97,,,
Q6532033000068,510,1144.75,,,
P6412029000195,510,1142.24,,,
P6411056000040,510,1141.9,,,
P6431016000018,510,1141.83,,,
P6421022000019,510,1141.5,,,
P6421021000039,510,1140.17,,,
A0700174000090,550,1139.71,,,
P6441044000025,455,1139.34,,,
Q6541008000171,510,1138.41,,,
P6412029000062,510,1138.2,,,
L5300006000196,499,1137.5,,,
A0700209000001,450,1133,,,
A0300041000082,510,1132.81,,,
P6431008000090,510,1131.79,,,
P6431052000055,510,1131.56,,,
Q6521037000045,510,1131.08,,,
A0300041000079,510,1131.02,,,
P6451039000056,510,1130.05,,,
A0700141000173,550,1129.14,,,
K4630059000101,500,1128.7,,,
B1310031000040,501,1127.98,,,
Q6541008000172,520,1127.47,,,
P6412030000014,510,1125.82,,,
M5620164000007,510,1125.16,,,
H4100007000076,510,1124.82,,,
N6120059000016,510,1124.61,,,
H4000011000018,510,1124.42,,,
P6431029000044,510,1123.75,,,
P6412009000035,510,1123.55,,,
Q6511039000072,510,1123.01,,,
A0700141000027,550,1122.75,,,
P6412012000089,510,1122.62,,,
P6412015000005,510,1122.62,,,
Q6521024000008,510,1121.41,,,
P6451006000036,510,1121.13,,,
Q6542064000128,510,1120.11,,,
Q6542043000082,510,1118.89,,,
P6431023000061,510,1118.46,,,
E2210030000009,599,1118.3,,,
K4620064000633,520,1117.53,,,
R8000031000009,435,1117.08,,,
Q6521003000057,510,1116.93,,,
P6451014000074,510,1116.79,,,
P6451006000089,510,1116.1,,,
P6421008000018,510,1115.33,,,
A0300041000096,599,1115.3,,,
A0700137000105,510,1114.28,,,
P6412203000001,510,1113.35,,,
P6451044000022,510,1113.12,,,
Q6521007000137,510,1112.51,,,
Q6532036000090,455,1109.81,,,
Q6511034000097,510,1109.12,,,
A0300020000009,510,1108.57,,,
A0300061000006,510,1108.02,,,
Q6511013000017,320,1107.62,,,
P6412101000062,520,1107.43,,,
B1220091000044,510,1107.14,,,
M5640129000027,510,1106.93,,,
P6451037000035,510,1106.69,,,
Q6531043000059,510,1105.61,,,
Q6542030000018,520,1105.48,,,
P6421019000004,510,1105.23,,,
P6411015000028,510,1105.15,,,
P6412104000013,420,1105.06,,,
P6411013000020,510,1104.95,,,
Q6511035000012,454,1104.53,,,
Q6511032000092,510,1103.98,,,
Q6511039000023,510,1102.59,,,
A0700193000010,350,1102.28,,,
L5300006000061,430,1101.95,,,
F2900066000027,500,1101.93,,,
Q6521021000014,500,1101.43,,,
P6441056000022,510,1101.13,,,
P6451026000052,510,1100.68,,,
C1720078000140,510,1100.63,,,
D2020142000077,510,1100,,,
P6411136000030,550,1100,,,
Q6541025000079,510,1100,,,
Q6542043000077,510,1100,,,
Q6542039000269,510,1099.45,,,
P6461027000064,510,1099.29,,,
P6412017000002,510,1098.2,,,
B1010033000018,501,1095.57,,,
Q6542105000073,500,1095,,,
P6451031000051,510,1094.84,,,
Q6521034000018,510,1093.92,,,
Q6532009000030,510,1092.97,,,
Q6531042000094,510,1091.74,,,
